row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id
12389,18,"ENSG00000167972","ABCA3",21
12390,33733,"ENSG00000167977","KCTD5",54442
12391,23279,"ENSG00000167978","SRRM2",23524
12392,80521,"ENSG00000167981","ZNF597",146434
12393,83476,"ENSG00000167984","NLRC3",197358
12394,34238,"ENSG00000167985","SDHAF2",54949
12395,1630,"ENSG00000167986","DDB1",1642
12396,34337,"ENSG00000167987","VPS37C",55048
12397,85609,"ENSG00000167992","VWCE",220001
12398,5834,"ENSG00000167994","RAB3IL1",5866
12399,7396,"ENSG00000167995","BEST1",7439
12400,2479,"ENSG00000167996","FTH1",2495
12401,26327,"ENSG00000168000","BSCL2",26580
12402,5404,"ENSG00000168002","POLR2G",5436
12403,6484,"ENSG00000168003","SLC3A2",6520
12404,78532,"ENSG00000168004","HRASLS5",117245
12405,80340,"ENSG00000168005","C11orf84",144097
12406,59784,"ENSG00000168010","ATG16L2",89849
12407,25754,"ENSG00000168014","C2CD3",26005
12408,9737,"ENSG00000168016","TRANK1",9881
12409,83482,"ENSG00000168026","TTC21A",199223
12410,3896,"ENSG00000168028","RPSA",3921
12411,951,"ENSG00000168032","ENTPD3",956
12412,1488,"ENSG00000168036","CTNNB1",1499
12413,34275,"ENSG00000168038","ULK4",54986
12414,8697,"ENSG00000168040","FADD",8772
12415,4029,"ENSG00000168056","LTBP3",4054
12416,9860,"ENSG00000168060","NAALADL1",10004
12417,29635,"ENSG00000168061","SAC3D1",29901
12418,77731,"ENSG00000168062","BATF2",116071
12419,35155,"ENSG00000168065","SLC22A11",55867
12420,7493,"ENSG00000168066","SF1",7536
12421,5839,"ENSG00000168067","MAP4K2",5871
12422,93854,"ENSG00000168070","C11orf85",283129
12423,93893,"ENSG00000168071","CCDC88B",283234
12424,30916,"ENSG00000168077","SCARA3",51435
12425,35160,"ENSG00000168078","PBK",55872
12426,94799,"ENSG00000168079","SCARA5",286133
12427,5336,"ENSG00000168081","PNOC",5368
12428,10822,"ENSG00000168090","COPS6",10980
12429,5017,"ENSG00000168092","PAFAH1B2",5049
12430,78990,"ENSG00000168096","ANKS3",124401
12431,58519,"ENSG00000168101","NUDT16L1",84309
12432,36964,"ENSG00000168116","KIAA1586",57691
12433,5835,"ENSG00000168118","RAB4A",5867
12434,,"ENSG00000168122","ZNF355P",
12435,4960,"ENSG00000168124","OR1F1",4992
12436,,"ENSG00000168126","OR2W6P",
12437,1708,"ENSG00000168129","AC098817.5",1720
12438,57379,"ENSG00000168131","OR2B2",81697
12439,3736,"ENSG00000168135","KCNJ4",3761
12440,34498,"ENSG00000168137","SETD5",55209
12441,77642,"ENSG00000168140","VASN",114990
12442,85860,"ENSG00000168143","FAM83B",222584
12443,8237,"ENSG00000168148","HIST3H3",8290
12444,55528,"ENSG00000168152","THAP9",79725
12445,4961,"ENSG00000168158","OR2C1",4993
12446,80800,"ENSG00000168159","RNF187",149603
12447,58577,"ENSG00000168172","HOOK3",84376
12448,60285,"ENSG00000168175","MAPK1IP1L",93487
12449,33832,"ENSG00000168209","DDIT4",54541
12450,3495,"ENSG00000168214","RBPJ",3516
12451,35077,"ENSG00000168216","LMBRD1",55788
12452,28799,"ENSG00000168228","ZCCHC4",29063
12453,5697,"ENSG00000168229","PTGDR",5729
12454,79072,"ENSG00000168234","TTC39C",125488
12455,79502,"ENSG00000168237","GLYCTK",132158
12456,8288,"ENSG00000168242","HIST1H2BI",8346
12457,2769,"ENSG00000168243","GNG4",2786
12458,60147,"ENSG00000168246","UBTD2",92181
12459,143199,"ENSG00000168255","POLR2J3",548644
12460,28247,"ENSG00000168256","NKIRAS2",28511
12461,7223,"ENSG00000168259","DNAJC7",7266
12462,83449,"ENSG00000168260","C14orf183",196913
12463,81746,"ENSG00000168263","KCNV2",169522
12464,111030,"ENSG00000168264","IRF2BP2",359948
12465,90340,"ENSG00000168267","PTF1A",256297
12466,41467,"ENSG00000168268","NT5DC2",64943
12467,2283,"ENSG00000168269","FOXI1",2299
12468,134085,"ENSG00000168273","C3orf78",440957
12469,2995,"ENSG00000168274","HIST1H2AE",3012
12470,123133,"ENSG00000168275","C1orf31",388753
12471,3775,"ENSG00000168280","KIF5C",3800
12472,4222,"ENSG00000168282","MGAT2",4247
12473,644,"ENSG00000168283","BMI1",648
12474,36491,"ENSG00000168286","THAP11",57215
12475,26994,"ENSG00000168288","MMADHC",27249
12476,5130,"ENSG00000168291","PDHB",5162
12477,34188,"ENSG00000168297","PXK",54899
12478,2991,"ENSG00000168298","HIST1H1E",3008
12479,77667,"ENSG00000168300","PCMTD1",115294
12480,83595,"ENSG00000168301","KCTD6",200845
12481,79682,"ENSG00000168303","C7orf11",136647
12482,8251,"ENSG00000168306","ACOX2",8309
12483,11011,"ENSG00000168309","FAM107A",11170
12484,3635,"ENSG00000168310","IRF2",3660
12485,4310,"ENSG00000168314","MOBP",4336
12486,1513,"ENSG00000168329","CX3CR1",1524
12487,149598,"ENSG00000168333","C8orf22",492307
12488,81671,"ENSG00000168334","XIRP1",165904
12489,58882,"ENSG00000168348","INSM2",84684
12490,78940,"ENSG00000168350","DEGS2",123099
12491,11119,"ENSG00000168356","SCN11A",11280
12492,181981,"ENSG00000168367","AC092327.1",732275
12493,375,"ENSG00000168374","ARF4",378
12494,4709,"ENSG00000168385","SEPT2",4735
12495,11098,"ENSG00000168386","FILIP1L",11259
12496,59069,"ENSG00000168389","MFSD2A",84879
12497,1829,"ENSG00000168393","DTYMK",1841
12498,6850,"ENSG00000168394","TAP1",6890
12499,58499,"ENSG00000168395","ING5",84289
12500,22947,"ENSG00000168397","ATG4B",23192
12501,621,"ENSG00000168398","BDKRB2",624
12502,83465,"ENSG00000168404","MLKL",197259
12503,8359,"ENSG00000168405","CMAHP",8418
12504,34448,"ENSG00000168411","RFWD3",55159
12505,4517,"ENSG00000168412","MTNR1A",4543
12506,60254,"ENSG00000168418","KCNG4",93107
12507,396,"ENSG00000168421","RHOH",399
12508,119638,"ENSG00000168427","KLHL30",377007
12509,60122,"ENSG00000168434","COG7",91949
12510,30843,"ENSG00000168438","CDC40",51362
12511,10805,"ENSG00000168439","STIP1",10963
12512,6303,"ENSG00000168447","SCNN1B",6338
12513,35095,"ENSG00000168453","HR",55806
12514,58413,"ENSG00000168454","TXNDC2",84203
12515,10873,"ENSG00000168461","RAB31",11031
12516,56147,"ENSG00000168476","REEP4",80346
12517,7105,"ENSG00000168477","TNXB",7148
12518,83720,"ENSG00000168481","LGI3",203190
12519,6404,"ENSG00000168484","SFTPC",6440
12520,645,"ENSG00000168487","BMP1",649
12521,11112,"ENSG00000168488","ATXN2L",11273
12522,9652,"ENSG00000168490","PHYHIP",9796
12523,90343,"ENSG00000168491","CCDC110",256309
12524,657,"ENSG00000168495","POLR3D",661
12525,2222,"ENSG00000168496","FEN1",2237
12526,8376,"ENSG00000168497","SDPR",8436
12527,23010,"ENSG00000168502","CCDC165",23255
12528,2621,"ENSG00000168505","GBX2",2637
12529,80729,"ENSG00000168509","HFE2",148738
12530,10501,"ENSG00000168515","SCGB1D1",10648
12531,79025,"ENSG00000168517","HEXIM2",124790
12532,2323,"ENSG00000168522","FNTA",2339
12533,110337,"ENSG00000168528","SERINC2",347735
12534,4606,"ENSG00000168530","MYL1",4632
12535,38115,"ENSG00000168538","C4orf41",60684
12536,1120,"ENSG00000168539","CHRM1",1128
12537,1272,"ENSG00000168542","COL3A1",1281
12538,2659,"ENSG00000168546","GFRA2",2675
12539,3597,"ENSG00000168556","ING2",3622
12540,34891,"ENSG00000168564","CDKN2AIP",55602
12541,81166,"ENSG00000168566","SNRNP48",154007
12542,54904,"ENSG00000168569","TMEM223",79064
12543,6539,"ENSG00000168575","SLC20A2",6575
12544,1409,"ENSG00000168582","CRYGA",1418
12545,57899,"ENSG00000168589","DYNLRB2",83657
12546,54928,"ENSG00000168591","TMUB2",79089
12547,10928,"ENSG00000168594","ADAM29",11086
12548,,"ENSG00000168597","C17orf65",
12549,6734,"ENSG00000168610","STAT3",6774
12550,59867,"ENSG00000168612","ZSWIM1",90204
12551,125302,"ENSG00000168614","NBPF9",400818
12552,8682,"ENSG00000168615","ADAM9",8754
12553,8677,"ENSG00000168619","ADAM18",8749
12554,2652,"ENSG00000168621","GDNF",2668
12555,,"ENSG00000168630","RP3-447F3.6",
12556,79646,"ENSG00000168631","DPCR1",135656
12557,81627,"ENSG00000168634","WFDC13",164237
12558,8255,"ENSG00000168646","AXIN2",8313
12559,4699,"ENSG00000168653","NDUFS5",4725
12560,83564,"ENSG00000168658","VWA3B",200403
12561,59844,"ENSG00000168661","ZNF30",90075
12562,81694,"ENSG00000168671","UGT3A2",167127
12563,81301,"ENSG00000168672","FAM84B",157638
12564,749,"ENSG00000168675","C18orf1",753
12565,80502,"ENSG00000168676","KCTD19",146212
12566,8999,"ENSG00000168679","SLC16A4",9122
12567,3550,"ENSG00000168685","IL7R",3575
12568,28836,"ENSG00000168701","TMEM208",29100
12569,32833,"ENSG00000168702","LRP1B",53353
12570,79295,"ENSG00000168703","WFDC12",128488
12571,10610,"ENSG00000168710","AHCYL1",10768
12572,79592,"ENSG00000168724","DNAJC21",134218
12573,10983,"ENSG00000168734","PKIG",11142
12574,90297,"ENSG00000168743","NPNT",255743
12575,,"ENSG00000168746","C20orf62",
12576,762,"ENSG00000168748","CA7",766
12577,30733,"ENSG00000168754","FAM178B",51252
12578,41188,"ENSG00000168757","TSPY2",64591
12579,34199,"ENSG00000168758","SEMA4C",54910
12580,26253,"ENSG00000168763","CNNM3",26505
12581,2931,"ENSG00000168765","GSTM4",2948
12582,34079,"ENSG00000168769","TET2",54790
12583,56120,"ENSG00000168772","CXXC4",80319
12584,55670,"ENSG00000168778","TCTN2",79867
12585,6438,"ENSG00000168779","SHOX2",6474
12586,9533,"ENSG00000168781","PPIP5K1",9677
12587,9953,"ENSG00000168785","TSPAN5",10098
12588,26277,"ENSG00000168787","OR12D2",26529
12589,77755,"ENSG00000168792","ABHD15",116236
12590,9781,"ENSG00000168795","ZBTB5",9925
12591,34210,"ENSG00000168802","CHTF8",54921
12592,81526,"ENSG00000168803","ADAL",161823
12593,9692,"ENSG00000168806","LCMT2",9836
12594,6605,"ENSG00000168807","SNTB2",6645
12595,3567,"ENSG00000168811","IL12A",3592
12596,22603,"ENSG00000168813","ZNF507",22847
12597,32887,"ENSG00000168818","STX18",53407
12598,26810,"ENSG00000168824","NSG1",27065
12599,81685,"ENSG00000168826","ZBTB49",166793
12600,59624,"ENSG00000168827","GFM1",85476
12601,124505,"ENSG00000168828","OR13J1",392309
12602,3334,"ENSG00000168830","HTR1E",3354
12603,36163,"ENSG00000168843","FSTL5",56884
12604,,"ENSG00000168852","RP11-346L13.3",
12605,34597,"ENSG00000168872","DDX19A",55308
12606,59103,"ENSG00000168874","ATOH8",84913
12607,8345,"ENSG00000168875","SOX14",8403
12608,34140,"ENSG00000168876","ANKRD49",54851
12609,6403,"ENSG00000168878","SFTPB",6439
12610,10555,"ENSG00000168883","USP39",10713
12611,54994,"ENSG00000168884","TNIP2",79155
12612,123225,"ENSG00000168887","C2orf68",388969
12613,79370,"ENSG00000168890","TMEM150A",129303
12614,30736,"ENSG00000168894","RNF181",51255
12615,10633,"ENSG00000168899","VAMP5",10791
12616,10759,"ENSG00000168903","BTNL3",10917
12617,78950,"ENSG00000168904","LRRC28",123355
12618,4119,"ENSG00000168906","MAT2A",4144
12619,90254,"ENSG00000168907","PLA2G4F",255189
12620,119604,"ENSG00000168913","ENHO",375704
12621,36780,"ENSG00000168916","ZNF608",57507
12622,56497,"ENSG00000168917","TMEM22",80723
12623,3610,"ENSG00000168918","INPP5D",3635
12624,3929,"ENSG00000168924","LETM1",3954
12625,1493,"ENSG00000168925","CTRB1",1504
12626,133565,"ENSG00000168928","CTRB2",440387
12627,36371,"ENSG00000168930","TRIM49",57093
12628,60166,"ENSG00000168936","TMEM129",92305
12629,5448,"ENSG00000168938","PPIC",5480
12630,10105,"ENSG00000168939","SPRY3",10251
12631,81110,"ENSG00000168944","CEP120",153241
12632,28827,"ENSG00000168952","STXBP6",29091
12633,55656,"ENSG00000168955","TM4SF20",79853
12634,36226,"ENSG00000168958","MFF",56947
12635,2898,"ENSG00000168959","GRM5",2915
12636,3940,"ENSG00000168961","LGALS9",3965
12637,5337,"ENSG00000168967","PMCHL1",5369
12638,1016985,"ENSG00000168970","JMJD7-PLA2G4B",100137049
12639,,"ENSG00000168992","AC009237.9",
12640,10657,"ENSG00000168993","CPLX1",10815
12641,85792,"ENSG00000168994","C6orf145",221749
12642,26781,"ENSG00000168995","SIGLEC7",27036
12643,23374,"ENSG00000169006","NTSR2",23620
12644,1864,"ENSG00000169016","E2F6",1876
12645,9971,"ENSG00000169018","FEM1B",10116
12646,34240,"ENSG00000169019","COMMD8",54951
12647,518,"ENSG00000169020","ATP5I",521
12648,7343,"ENSG00000169021","UQCRFS1",7386
12649,58390,"ENSG00000169026","MFSD7",84179
12650,1276,"ENSG00000169031","COL4A3",1285
12651,5572,"ENSG00000169032","MAP2K1",5604
12652,5618,"ENSG00000169035","KLK7",5650
12653,5338,"ENSG00000169040","PMCHL2",5370
12654,3167,"ENSG00000169045","HNRNPH1",3187
12655,3642,"ENSG00000169047","IRS1",3667
12656,4179,"ENSG00000169057","MECP2",4204
12657,30961,"ENSG00000169059","VCX3A",51481
12658,41628,"ENSG00000169062","UPF3A",65110
12659,55543,"ENSG00000169064","ZBBX",79740
12660,110184,"ENSG00000169067","ACTBL2",345651
12661,4889,"ENSG00000169071","ROR2",4920
12662,,"ENSG00000169075","BRD7P3",
12663,364,"ENSG00000169083","AR",367
12664,83795,"ENSG00000169084","DHRSX",207063
12665,90213,"ENSG00000169085","C8orf46",254778
12666,55466,"ENSG00000169087","HSPBAP1",79663
12667,8554,"ENSG00000169093","ASMTL",8623
12668,290,"ENSG00000169100","SLC25A6",293
12669,76648,"ENSG00000169105","CHST14",113189
12670,25598,"ENSG00000169116","PARM1",25849
12671,33239,"ENSG00000169118","CSNK1G1",53944
12672,59896,"ENSG00000169122","FAM110B",90362
12673,34419,"ENSG00000169126","ARMC4",55130
12674,58831,"ENSG00000169129","AFAP1L2",84632
12675,6900,"ENSG00000169131","ZNF354A",6940
12676,22565,"ENSG00000169136","ATF5",22809
12677,7293,"ENSG00000169139","UBE2V2",7336
12678,79696,"ENSG00000169154","GOT1L1",137362
12679,22854,"ENSG00000169155","ZBTB43",23099
12680,,"ENSG00000169164","RP11-167P23.2",
12681,79108,"ENSG00000169169","CPT1C",126129
12682,90296,"ENSG00000169174","PCSK9",255738
12683,22969,"ENSG00000169180","XPO6",23214
12684,80517,"ENSG00000169181","GSG1L",146395
12685,4304,"ENSG00000169184","MN1",4330
12686,27046,"ENSG00000169188","APEX2",27301
12687,83477,"ENSG00000169189","NSMCE1",197370
12688,59959,"ENSG00000169193","CCDC126",90693
12689,3571,"ENSG00000169194","IL13",3596
12690,,"ENSG00000169202","AE000658.26",
12691,,"ENSG00000169203","RP11-231C14.4",
12692,26281,"ENSG00000169208","OR10G3",26533
12693,5833,"ENSG00000169213","RAB3B",5865
12694,110046,"ENSG00000169214","OR6F1",343169
12695,10274,"ENSG00000169217","CD2BP2",10421
12696,94365,"ENSG00000169218","RSPO1",284654
12697,10489,"ENSG00000169220","RGS14",10636
12698,25749,"ENSG00000169221","TBC1D10B",26000
12699,10802,"ENSG00000169223","LMAN2",10960
12700,80738,"ENSG00000169224","C1orf150",148823
12701,33212,"ENSG00000169228","RAB24",53917
12702,26911,"ENSG00000169230","PRELID1",27166
12703,7017,"ENSG00000169231","THBS3",7059
12704,11078,"ENSG00000169239","CA5B",11238
12705,35259,"ENSG00000169241","SLC50A1",55974
12706,1929,"ENSG00000169242","EFNA1",1942
12707,3602,"ENSG00000169245","CXCL10",3627
12708,22872,"ENSG00000169246","NPIPL3",23117
12709,55431,"ENSG00000169247","SH3TC2",79628
12710,6337,"ENSG00000169248","CXCL11",6373
12711,8181,"ENSG00000169249","ZRSR2",8233
12712,30550,"ENSG00000169251","NMD3",51068
12713,151,"ENSG00000169252","ADRB2",154
12714,,"ENSG00000169253","RP11-220D10.1",
12715,8636,"ENSG00000169255","B3GALNT1",8706
12716,77511,"ENSG00000169258","GPRIN1",114787
12717,8880,"ENSG00000169271","HSPB3",8988
12718,7835,"ENSG00000169282","KCNAB1",7881
12719,41532,"ENSG00000169288","MRPL1",65008
12720,79165,"ENSG00000169291","SHE",126669
12721,187,"ENSG00000169297","NR0B1",190
12722,34565,"ENSG00000169299","PGM2",55276
12723,83691,"ENSG00000169302","STK32A",202374
12724,10982,"ENSG00000169306","IL1RAPL1",11141
12725,41377,"ENSG00000169313","P2RY12",64805
12726,80867,"ENSG00000169314","C22orf15",150248
12727,,"ENSG00000169325","GUSBP12",
12728,123888,"ENSG00000169327","OR5AU1",390445
12729,23006,"ENSG00000169330","KIAA1024",23251
12730,83765,"ENSG00000169340","PDILT",204474
12731,7326,"ENSG00000169344","UMOD",7369
12732,2796,"ENSG00000169347","GP2",2813
12733,9073,"ENSG00000169359","SLC33A1",9197
12734,9928,"ENSG00000169371","SNUPN",10073
12735,8667,"ENSG00000169372","CRADD",8738
12736,25691,"ENSG00000169375","SIN3A",25942
12737,83598,"ENSG00000169379","ARL13B",200894
12738,6004,"ENSG00000169385","RNASE2",6036
12739,40733,"ENSG00000169393","ELSPBP1",64100
12740,6005,"ENSG00000169397","RNASE3",6037
12741,5715,"ENSG00000169398","PTK2",5747
12742,172335,"ENSG00000169402","RSPH10B2",728194
12743,5692,"ENSG00000169403","PTAFR",5724
12744,5748,"ENSG00000169410","PTPN9",5780
12745,6007,"ENSG00000169413","RNASE6",6039
12746,4850,"ENSG00000169418","NPR1",4881
12747,30786,"ENSG00000169427","KCNK9",51305
12748,3551,"ENSG00000169429","IL8",3576
12749,6300,"ENSG00000169432","SCN9A",6335
12750,81687,"ENSG00000169435","RASSF6",166824
12751,81740,"ENSG00000169436","COL22A1",169044
12752,6347,"ENSG00000169439","SDC2",6383
12753,1037,"ENSG00000169442","CD52",1043
12754,60275,"ENSG00000169446","MMGT1",93380
12755,6659,"ENSG00000169469","SPRR1B",6699
12756,6658,"ENSG00000169474","SPRR1A",6698
12757,78911,"ENSG00000169484","OR4K14",122740
12758,56837,"ENSG00000169488","OR4K15",81127
12759,58111,"ENSG00000169490","TM2D2",83877
12760,83716,"ENSG00000169495","HTRA4",203100
12761,37763,"ENSG00000169499","PLEKHA2",59339
12762,25681,"ENSG00000169504","CLIC4",25932
12763,80965,"ENSG00000169507","SLC38A11",151258
12764,1868,"ENSG00000169508","GPR183",1880
12765,33835,"ENSG00000169509","CRCT1",54544
12766,58203,"ENSG00000169515","CCDC8",83987
12767,83394,"ENSG00000169519","METTL15",196074
12768,79360,"ENSG00000169548","ZNF280A",129025
12769,80323,"ENSG00000169550","MUC15",143662
12770,34256,"ENSG00000169551","CXorf48",54967
12771,9695,"ENSG00000169554","ZEB2",9839
12772,2689,"ENSG00000169562","GJB1",2705
12773,5061,"ENSG00000169564","PCBP1",5093
12774,3076,"ENSG00000169567","HINT1",3094
12775,94622,"ENSG00000169570","DTWD2",285605
12776,7398,"ENSG00000169575","VPREB1",7441
12777,8902,"ENSG00000169583","CLIC3",9022
12778,94112,"ENSG00000169592","INO80E",283899
12779,643,"ENSG00000169594","BNC1",646
12780,1665,"ENSG00000169598","DFFB",1677
12781,26992,"ENSG00000169599","NFU1",27247
12782,58379,"ENSG00000169604","ANTXR1",84168
12783,35567,"ENSG00000169605","GKN1",56287
12784,80894,"ENSG00000169607","CKAP2L",150468
12785,78943,"ENSG00000169609","C15orf40",123207
12786,57882,"ENSG00000169612","FAM103A1",83640
12787,10729,"ENSG00000169618","PROKR1",10887
12788,83576,"ENSG00000169621","APLF",200558
12789,167350,"ENSG00000169627","BOLA2B",654483
12790,171673,"ENSG00000169629","RGPD8",727851
12791,22874,"ENSG00000169635","HIC2",23119
12792,7752,"ENSG00000169641","LUZP1",7798
12793,94142,"ENSG00000169660","HEXDC",284004
12794,,"ENSG00000169662","BCRP6",
12795,,"ENSG00000169668","BCRP2",
12796,1804,"ENSG00000169676","DRD5",1816
12797,695,"ENSG00000169679","BUB1",699
12798,58201,"ENSG00000169682","SPNS1",83985
12799,83628,"ENSG00000169683","LRRC45",201255
12800,1130,"ENSG00000169684","CHRNA5",1138
12801,4464,"ENSG00000169688","MT1B",4490
12802,83627,"ENSG00000169689","STRA13",201254
12803,10408,"ENSG00000169692","AGPAT2",10555
12804,54898,"ENSG00000169696","ASPSCR1",79058
12805,2798,"ENSG00000169704","GP9",2815
12806,2179,"ENSG00000169710","FASN",2194
12807,7512,"ENSG00000169714","CNBP",7555
12808,4467,"ENSG00000169715","MT1E",4493
12809,79984,"ENSG00000169717","ACTRT2",140625
12810,40751,"ENSG00000169718","DUS1L",64118
12811,2856,"ENSG00000169727","GPS1",2873
12812,5954,"ENSG00000169733","RFNG",5986
12813,30663,"ENSG00000169738","DCXR",51181
12814,7537,"ENSG00000169740","ZNF32",7580
12815,8956,"ENSG00000169744","LDB2",9079
12816,5849,"ENSG00000169750","RAC3",5881
12817,80486,"ENSG00000169752","NRG4",145957
12818,3962,"ENSG00000169756","LIMS1",3987
12819,78952,"ENSG00000169758","C15orf27",123591
12820,22627,"ENSG00000169760","NLGN1",22871
12821,83671,"ENSG00000169762","TAPT1",202018
12822,,"ENSG00000169763","PRYP3",
12823,7317,"ENSG00000169764","UGP2",7360
12824,30321,"ENSG00000169777","TAS2R1",50834
12825,59084,"ENSG00000169783","LINGO1",84894
12826,8958,"ENSG00000169789","PRY",9081
12827,81449,"ENSG00000169800","RBMY1F",159163
12828,135769,"ENSG00000169807","PRY2",442862
12829,,"ENSG00000169811","RBMY1HP",
12830,3165,"ENSG00000169813","HNRNPF",3185
12831,682,"ENSG00000169814","BTD",686
12832,34743,"ENSG00000169826","CSGALNACT2",55454
12833,6830,"ENSG00000169836","TACR3",6870
12834,85510,"ENSG00000169840","GSX1",219409
12835,,"ENSG00000169849","TSPY14P",
12836,5067,"ENSG00000169851","PCDH7",5099
12837,6059,"ENSG00000169855","ROBO1",6091
12838,3155,"ENSG00000169856","ONECUT1",3175
12839,36377,"ENSG00000169857","AVEN",57099
12840,4996,"ENSG00000169860","P2RY1",5028
12841,,"ENSG00000169861","IGHV1OR21-1",
12842,1490,"ENSG00000169862","CTNND2",1501
12843,57524,"ENSG00000169871","TRIM56",81844
12844,79869,"ENSG00000169876","MUC17",140453
12845,30808,"ENSG00000169877","AHSP",51327
12846,7437,"ENSG00000169884","WNT10B",7480
12847,81604,"ENSG00000169885","CALML6",163688
12848,9061,"ENSG00000169891","REPS2",9185
12849,4558,"ENSG00000169894","MUC3A",4584
12850,60703,"ENSG00000169895","SYAP1",94056
12851,3659,"ENSG00000169896","ITGAM",3684
12852,92196,"ENSG00000169900","PYDC1",260434
12853,8399,"ENSG00000169902","TPST1",8460
12854,7061,"ENSG00000169903","TM4SF4",7104
12855,81602,"ENSG00000169905","TOR1AIP2",163590
12856,791,"ENSG00000169906","S100G",795
12857,4046,"ENSG00000169908","TM4SF1",4071
12858,23007,"ENSG00000169914","OTUD3",23252
12859,81521,"ENSG00000169918","OTUD7A",161725
12860,2973,"ENSG00000169919","GUSB",2990
12861,7971,"ENSG00000169925","BRD3",8019
12862,31101,"ENSG00000169926","KLF13",51621
12863,9614,"ENSG00000169933","FRMPD4",9758
12864,23169,"ENSG00000169946","ZFPM2",23414
12865,60196,"ENSG00000169951","ZNF764",92595
12866,81446,"ENSG00000169953","HSFY2",159119
12867,41831,"ENSG00000169955","ZNF747",65988
12868,55527,"ENSG00000169957","ZNF768",79724
12869,57998,"ENSG00000169962","TAS1R3",83756
12870,79481,"ENSG00000169964","TMEM42",131616
12871,10588,"ENSG00000169967","MAP3K2",10746
12872,79172,"ENSG00000169972","PUSL1",126789
12873,57687,"ENSG00000169976","SF3B5",83443
12874,7541,"ENSG00000169981","ZNF35",7584
12875,83660,"ENSG00000169989","TIGD4",201798
12876,79181,"ENSG00000169991","IFFO2",126917
12877,36828,"ENSG00000169992","NLGN2",57555
12878,4622,"ENSG00000169994","MYO7B",4648
12879,1099,"ENSG00000170004","CHD3",1107
12880,83661,"ENSG00000170006","TMEM154",201799
12881,25673,"ENSG00000170011","MYRIP",25924
12882,211,"ENSG00000170017","ALCAM",214
12883,7489,"ENSG00000170027","YWHAG",7532
12884,10330,"ENSG00000170035","UBE2E3",10477
12885,78152,"ENSG00000170037","CNTROB",116840
12886,37299,"ENSG00000170043","TRAPPC1",58485
12887,79467,"ENSG00000170044","ZPLD1",131368
12888,9072,"ENSG00000170049","KCNAB3",9196
12889,108285,"ENSG00000170054","SERPINA9",327657
12890,94617,"ENSG00000170074","FAM153A",285596
12891,9152,"ENSG00000170075","GPR37L1",9283
12892,119587,"ENSG00000170085","C5orf25",375484
12893,83665,"ENSG00000170088","TMEM192",201931
12894,181061,"ENSG00000170089","RP11-423H2.1",728554
12895,31097,"ENSG00000170091","HMP19",51617
12896,,"ENSG00000170092","AC018720.10",
12897,862,"ENSG00000170099","SERPINA6",866
12898,83469,"ENSG00000170100","ZNF778",197320
12899,78953,"ENSG00000170113","NIPA1",123606
12900,2282,"ENSG00000170122","FOXD4",2298
12901,2831,"ENSG00000170128","GPR25",2848
12902,7281,"ENSG00000170142","UBE2E1",7324
12903,85690,"ENSG00000170144","HNRNPA3",220988
12904,22990,"ENSG00000170145","SIK2",23235
12905,,"ENSG00000170152","RP11-374M1.7",
12906,36757,"ENSG00000170153","RNF150",57484
12907,9576,"ENSG00000170160","CCDC144A",9720
12908,,"ENSG00000170161","RP11-262H14.4",
12909,89467,"ENSG00000170162","VGLL2",245806
12910,,"ENSG00000170165","CR848007.2",
12911,3213,"ENSG00000170166","HOXD4",3233
12912,1132,"ENSG00000170175","CHRNB1",1140
12913,3218,"ENSG00000170178","HOXD12",3238
12914,2976,"ENSG00000170180","GYPA",2993
12915,58839,"ENSG00000170185","USP38",84640
12916,8998,"ENSG00000170190","SLC16A5",9121
12917,80164,"ENSG00000170191","NANP",140838
12918,90260,"ENSG00000170209","ANKK1",255239
12919,144,"ENSG00000170214","ADRA1B",147
12920,134536,"ENSG00000170215","FAM27B",100133121
12921,,"ENSG00000170217","FAM27E3",
12922,36264,"ENSG00000170222","C17orf48",56985
12923,2157,"ENSG00000170231","FABP6",2172
12924,,"ENSG00000170233","NLRP1",
12925,77549,"ENSG00000170234","PWWP2A",114825
12926,119438,"ENSG00000170236","USP50",373509
12927,34320,"ENSG00000170242","USP47",55031
12928,9871,"ENSG00000170248","PDCD6IP",10015
12929,92025,"ENSG00000170255","MRGPRX1",259249
12930,7941,"ENSG00000170260","ZNF212",7988
12931,35526,"ENSG00000170262","MRAP",56246
12932,58351,"ENSG00000170264","FAM161A",84140
12933,8368,"ENSG00000170265","ZNF282",8427
12934,2704,"ENSG00000170266","GLB1",2720
12935,58721,"ENSG00000170270","C14orf142",84520
12936,10668,"ENSG00000170271","C5orf4",10826
12937,10344,"ENSG00000170275","CRTAP",10491
12938,3296,"ENSG00000170276","HSPB2",3316
12939,83704,"ENSG00000170279","C7orf33",202865
12940,34003,"ENSG00000170289","CNGB3",54714
12941,6550,"ENSG00000170290","SLN",6588
12942,23341,"ENSG00000170291","C17orf81",23587
12943,81048,"ENSG00000170293","CMTM8",152189
12944,11172,"ENSG00000170296","GABARAP",11337
12945,94207,"ENSG00000170298","LGALS9B",284194
12946,9342,"ENSG00000170310","STX8",9482
12947,978,"ENSG00000170312","CDK1",983
12948,7271,"ENSG00000170315","UBB",7314
12949,4767,"ENSG00000170322","NFRKB",4798
12950,2152,"ENSG00000170323","FABP4",2167
